text,label
到今天2月15月为止为何看不到深圳中港医药被处罚？,"[{""start"": 3, ""end"": 8, ""text"": ""2月15月"", ""labels"": [""TIME""]}, {""start"": 15, ""end"": 21, ""text"": ""深圳中港医药"", ""labels"": [""ORG""]}]"
"恐怕我们都知道流感严重会死人的，可是经验告诉我们没那么,严重，所以我们一直对普通流感并不恐慌；恐怕我们也都知道历史上国外曾经就发生过死了很多人的流感，谁也没去追究是什么型的冠状病毒。","[{""start"": 7, ""end"": 9, ""text"": ""流感"", ""labels"": [""DIS""]}, {""start"": 72, ""end"": 74, ""text"": ""流感"", ""labels"": [""DIS""]}, {""start"": 86, ""end"": 90, ""text"": ""冠状病毒"", ""labels"": [""DIS""]}, {""start"": 38, ""end"": 42, ""text"": ""普通流感"", ""labels"": [""DIS""]}]"
加油中国！,"[{""start"": 2, ""end"": 4, ""text"": ""中国"", ""labels"": [""LOC""]}]"
??美国和西方国家一直以中国威胁论来打压中国，试图扼制中国的发展，特别是在中国当前正暴发着一场严重的疫情面前还说这种话，这种卑鄙无耻的...,"[{""start"": 2, ""end"": 4, ""text"": ""美国"", ""labels"": [""LOC""]}, {""start"": 12, ""end"": 14, ""text"": ""中国"", ""labels"": [""LOC""]}, {""start"": 20, ""end"": 22, ""text"": ""中国"", ""labels"": [""LOC""]}, {""start"": 27, ""end"": 29, ""text"": ""中国"", ""labels"": [""LOC""]}, {""start"": 37, ""end"": 39, ""text"": ""中国"", ""labels"": [""LOC""]}]"
理解，他这是在赌命，运新冠肺炎病人的遗体谁不怕呀？,"[{""start"": 11, ""end"": 15, ""text"": ""新冠肺炎"", ""labels"": [""DIS""]}]"
因为中国发生疫情全世界觉得能受到影响的国家都应该停盘，合理吗？,"[{""start"": 2, ""end"": 4, ""text"": ""中国"", ""labels"": [""LOC""]}]"
向奋战在一线的抗击新型肺炎病毒的所有人员致敬！,"[{""start"": 9, ""end"": 15, ""text"": ""新型肺炎病毒"", ""labels"": [""DIS""]}]"
这一举动能更加行之有效地对武汉疫情防控工作进行监督和报道！,"[{""start"": 13, ""end"": 15, ""text"": ""武汉"", ""labels"": [""LOC""]}]"
做好防范，提高警惕，战胜肺炎,"[{""start"": 12, ""end"": 14, ""text"": ""肺炎"", ""labels"": [""DIS""]}]"
我真的无理由支持孙杨了。,"[{""start"": 8, ""end"": 10, ""text"": ""孙杨"", ""labels"": [""PER""]}]"
借疫情搞党派斗争、争权夺利，这个锅中国不背！,"[{""start"": 17, ""end"": 19, ""text"": ""中国"", ""labels"": [""LOC""]}]"
特朗普说美国新冠病毒疫情可防可控。,"[{""start"": 0, ""end"": 3, ""text"": ""特朗普"", ""labels"": [""PER""]}, {""start"": 4, ""end"": 6, ""text"": ""美国"", ""labels"": [""LOC""]}, {""start"": 6, ""end"": 10, ""text"": ""新冠病毒"", ""labels"": [""DIS""]}]"
中国制造是世界任何国家都仰赖的！,"[{""start"": 0, ""end"": 2, ""text"": ""中国"", ""labels"": [""LOC""]}]"
这个新病毒就是在全球等待适合的人群、适合的卫生条件、适合的湿度、适合的温差、适合的宿主细胞，实现病毒群体整体的一次完美跃迁！,"[{""start"": 2, ""end"": 5, ""text"": ""新病毒"", ""labels"": [""DIS""]}]"
换个碱基合成个新冠，岂不是要灭了全世界？,"[{""start"": 7, ""end"": 9, ""text"": ""新冠"", ""labels"": [""DIS""]}]"
说明新冠病毒不是中国专属，这是发生在全球的一场疫情，不要说没有疫情就等于安全啊！,"[{""start"": 2, ""end"": 6, ""text"": ""新冠病毒"", ""labels"": [""DIS""]}, {""start"": 8, ""end"": 10, ""text"": ""中国"", ""labels"": [""LOC""]}]"
每天醒来第一件事就看疫情数据，辛苦了一线的战士们，受苦了湖北人民，希望早日解除疫情[good][good][good],"[{""start"": 28, ""end"": 30, ""text"": ""湖北"", ""labels"": [""LOC""]}]"
在预防、控制新型冠状病毒疫情期间，从事传染病防治的政府卫生行政部门工作人员，或者在受政府卫生行政部门委托代表政府卫生行政部门行使职权的组织中从事公务的人员，或者虽未列入政府卫生行政部门人员编制但在政府卫生行政部门从事公务的人员，在代表政府卫生行政部门行使职权时，严重不负责任，导致传染病传播或者流行，情节严重的，可能涉嫌违反《中华人民共和国刑法》第四百零九条的规定，触犯“传染病防治失职罪”，最高判刑三年。,"[{""start"": 6, ""end"": 12, ""text"": ""新型冠状病毒"", ""labels"": [""DIS""]}]"
疫情其实已经在日本爆发，日本政府是在掩耳盗铃而已。,"[{""start"": 7, ""end"": 9, ""text"": ""日本"", ""labels"": [""LOC""]}, {""start"": 12, ""end"": 14, ""text"": ""日本"", ""labels"": [""LOC""]}]"
湖北军工是大小三线的产物，精英很多，人才资源集中，因此此次新冠疾病发生在那里更感觉是一种阴谋，妄图摧毁我国军事现代化的进程，阻碍我国军事装备的研发速度，彻查病毒的来源十分重要，必须了解前因后果，否则不明不白的发生在武汉，而不是其它什么地方，这种靶向性的感染绝对可疑,"[{""start"": 0, ""end"": 4, ""text"": ""湖北军工"", ""labels"": [""ORG""]}, {""start"": 29, ""end"": 31, ""text"": ""新冠"", ""labels"": [""DIS""]}, {""start"": 107, ""end"": 109, ""text"": ""武汉"", ""labels"": [""LOC""]}]"
",,,,,2.多年的兽医学研究证明:,导致仔猪和幼畜流行性腹泻和传染性胃肠炎的病毒都是轮状病毒和冠状病毒。","[{""start"": 29, ""end"": 31, ""text"": ""腹泻"", ""labels"": [""SYM""]}, {""start"": 35, ""end"": 38, ""text"": ""胃肠炎"", ""labels"": [""DIS""]}, {""start"": 43, ""end"": 47, ""text"": ""轮状病毒"", ""labels"": [""DIS""]}, {""start"": 48, ""end"": 52, ""text"": ""冠状病毒"", ""labels"": [""DIS""]}]"
中国疾控中心是国家的最高疫情科研机构，现实是全社会动员起来防治疫情，你们还有空写论文？,"[{""start"": 0, ""end"": 6, ""text"": ""中国疾控中心"", ""labels"": [""ORG""]}]"
我认为，重点是进湖北的和出湖北的要严格实行假期延长，进出疫情高发区必须得到控制，不然其他地区会很紧张。,"[{""start"": 8, ""end"": 10, ""text"": ""湖北"", ""labels"": [""LOC""]}, {""start"": 13, ""end"": 15, ""text"": ""湖北"", ""labels"": [""LOC""]}]"
人民日报7点多报湖北411，政府网9点多报湖北631[汗]每天都在数字上看的好费力，希望越来越少啊！,"[{""start"": 0, ""end"": 4, ""text"": ""人民日报"", ""labels"": [""ORG""]}, {""start"": 8, ""end"": 10, ""text"": ""湖北"", ""labels"": [""LOC""]}, {""start"": 21, ""end"": 23, ""text"": ""湖北"", ""labels"": [""LOC""]}]"
"新领导，一上任就确诊这么多，说明了，之前效率多低，存在多少，不作为，不上报，和,,不知道。","[{""start"": 8, ""end"": 10, ""text"": ""确诊"", ""labels"": [""TREAT""]}]"
如果有，他们不同意所有中国籍的同机乘客登机可以吗？,"[{""start"": 11, ""end"": 13, ""text"": ""中国"", ""labels"": [""LOC""]}]"
既保证武汉人民有饭可吃，又杜绝疫情传播,"[{""start"": 3, ""end"": 5, ""text"": ""武汉"", ""labels"": [""LOC""]}]"
德国政府领导人不要轻视疫情病毒蔓延的力量有多快！,"[{""start"": 0, ""end"": 4, ""text"": ""德国政府"", ""labels"": [""ORG""]}]"
特殊时期，每日上岗前需测量体温，证明当日的健康状况后，或发放当日健康证明。,"[{""start"": 11, ""end"": 15, ""text"": ""测量体温"", ""labels"": [""POL""]}]"
流感每年都死人的好吧，流感可以引起好多并发症。,"[{""start"": 0, ""end"": 2, ""text"": ""流感"", ""labels"": [""DIS""]}, {""start"": 11, ""end"": 13, ""text"": ""流感"", ""labels"": [""DIS""]}]"
",,我区新型冠状病毒感染的肺炎疑似病例5例全部确诊。","[{""start"": 4, ""end"": 10, ""text"": ""新型冠状病毒"", ""labels"": [""DIS""]}, {""start"": 13, ""end"": 15, ""text"": ""肺炎"", ""labels"": [""DIS""]}, {""start"": 15, ""end"": 19, ""text"": ""疑似病例"", ""labels"": [""TREAT""]}, {""start"": 23, ""end"": 25, ""text"": ""确诊"", ""labels"": [""TREAT""]}]"
这次疫情没捐过马化腾，在这里酸了,"[{""start"": 7, ""end"": 10, ""text"": ""马化腾"", ""labels"": [""PER""]}]"
中医治好新冠？,"[{""start"": 4, ""end"": 6, ""text"": ""新冠"", ""labels"": [""DIS""]}]"
治疗新冠肺炎最有效药物瑞德西韦！,"[{""start"": 2, ""end"": 6, ""text"": ""新冠肺炎"", ""labels"": [""DIS""]}, {""start"": 11, ""end"": 15, ""text"": ""瑞德西韦"", ""labels"": [""MED""]}]"
武汉肺炎影响力也太大了吧。,"[{""start"": 0, ""end"": 2, ""text"": ""武汉"", ""labels"": [""LOC""]}, {""start"": 2, ""end"": 4, ""text"": ""肺炎"", ""labels"": [""DIS""]}]"
大家不要被不良媒体带节奏，他是9号刑满释放的，监狱是21号才公布疫情的，要搞清楚事实，那些说击毙，死刑，诛九族的想想武汉封城前外逃500w人,"[{""start"": 15, ""end"": 17, ""text"": ""9号"", ""labels"": [""TIME""]}, {""start"": 26, ""end"": 29, ""text"": ""21号"", ""labels"": [""TIME""]}, {""start"": 58, ""end"": 60, ""text"": ""武汉"", ""labels"": [""LOC""]}, {""start"": 60, ""end"": 62, ""text"": ""封城"", ""labels"": [""POL""]}]"
照这样说，乱港分子一直都这样聚集闹事，香港社会混乱不已，为何新冠没有闹出大疫情？,"[{""start"": 19, ""end"": 21, ""text"": ""香港"", ""labels"": [""LOC""]}, {""start"": 30, ""end"": 32, ""text"": ""新冠"", ""labels"": [""DIS""]}]"
不是新冠肺炎者慎用！,"[{""start"": 2, ""end"": 6, ""text"": ""新冠肺炎"", ""labels"": [""DIS""]}]"
居家隔离不是好办法，必须100%收治才能控制疫情。,"[{""start"": 2, ""end"": 4, ""text"": ""隔离"", ""labels"": [""POL""]}]"
应知道现在是与疫情搏斗期，在家隔离不是应该享受过被别人伺候的生活。,"[{""start"": 15, ""end"": 17, ""text"": ""隔离"", ""labels"": [""POL""]}]"
这种疫情最有效的方法是用药，就像抗击新冠肺炎病毒，用中药可以调理增加人的抗击力，如果有特效药，如青霉素对病菌，或者有疫苗。,"[{""start"": 18, ""end"": 24, ""text"": ""新冠肺炎病毒"", ""labels"": [""DIS""]}, {""start"": 48, ""end"": 54, ""text"": ""青霉素对病菌"", ""labels"": [""MED""]}, {""start"": 58, ""end"": 60, ""text"": ""疫苗"", ""labels"": [""TREAT""]}]"
“武汉是决战之地，要集中力量打歼灭战，而不是松松垮垮打持久战。,"[{""start"": 1, ""end"": 3, ""text"": ""武汉"", ""labels"": [""LOC""]}]"
希望日本也尽快战胜疫情。,"[{""start"": 2, ""end"": 4, ""text"": ""日本"", ""labels"": [""LOC""]}]"
感谢中国速度，中国一定能战胜肺炎,"[{""start"": 2, ""end"": 4, ""text"": ""中国"", ""labels"": [""LOC""]}, {""start"": 7, ""end"": 9, ""text"": ""中国"", ""labels"": [""LOC""]}, {""start"": 14, ""end"": 16, ""text"": ""肺炎"", ""labels"": [""DIS""]}]"
不要主观地把国外疫情强加给中国传染的，外国已有几个典型病例与中国毫无关联，你能解释清楚吗？,"[{""start"": 13, ""end"": 15, ""text"": ""中国"", ""labels"": [""LOC""]}, {""start"": 30, ""end"": 32, ""text"": ""中国"", ""labels"": [""LOC""]}]"
本人曾经参加过抗非典工作，现在年事已高，还想为这次疫情做点啥，就只说一句:国家有难匹夫有责！,"[{""start"": 8, ""end"": 10, ""text"": ""非典"", ""labels"": [""DIS""]}]"
瑞银财富管理新兴市场策略师丘婉颖表示，疫情的影响可能主要体现在第一季度，后续来看，政策支持及经济活动逐渐恢复将有助于刺激先前被抑制的需求，经济增长应该会出现反弹。,"[{""start"": 0, ""end"": 4, ""text"": ""瑞银财富"", ""labels"": [""ORG""]}, {""start"": 13, ""end"": 16, ""text"": ""丘婉颖"", ""labels"": [""PER""]}, {""start"": 31, ""end"": 35, ""text"": ""第一季度"", ""labels"": [""TIME""]}]"
那些国家不重视不戴口罩民众简直奇葩自私！,"[{""start"": 9, ""end"": 11, ""text"": ""口罩"", ""labels"": [""TOOL""]}]"
过去经历了社会主义社会的中国，才有在防疫中能发挥高度的组织与群体的作用。,"[{""start"": 12, ""end"": 14, ""text"": ""中国"", ""labels"": [""LOC""]}]"
由于中国传统文化提倡大病之后重在休养，过去很多康复者不愿意捐献自己的血浆。,"[{""start"": 2, ""end"": 4, ""text"": ""中国"", ""labels"": [""LOC""]}]"
希望有关部门保证武汉市物质供应，控制物价。,"[{""start"": 8, ""end"": 11, ""text"": ""武汉市"", ""labels"": [""LOC""]}]"
武汉疫情不解决，全国都不得安生，但是本地医疗系统面临高负荷运转，医务人员也吃不消，当务之急就是把重症患者分流出去，一是能缓解武汉当地医疗系统压力，二是能让更多的患者得到治疗,"[{""start"": 0, ""end"": 2, ""text"": ""武汉"", ""labels"": [""LOC""]}, {""start"": 62, ""end"": 64, ""text"": ""武汉"", ""labels"": [""LOC""]}]"
中国的疫情会有助于全球更多的制造业加速进入中国！,"[{""start"": 0, ""end"": 2, ""text"": ""中国"", ""labels"": [""LOC""]}, {""start"": 21, ""end"": 23, ""text"": ""中国"", ""labels"": [""LOC""]}]"
",【深圳女房东回应降租80万：深知外来打工不易，还计划帮失业租户找工作】近日，深圳一女房东主动为9栋楼租户降租80万，引发关注。","[{""start"": 2, ""end"": 4, ""text"": ""深圳"", ""labels"": [""LOC""]}, {""start"": 39, ""end"": 41, ""text"": ""深圳"", ""labels"": [""LOC""]}]"
难道陕西疫情信息还有见不得人的？,"[{""start"": 2, ""end"": 4, ""text"": ""陕西"", ""labels"": [""LOC""]}]"
感谢市卫生健康委主任雷海潮的知识和历史普及，这类发布会希望以后不要有了，因为钟南山教授比你专业多了，我们关心能不能延迟上班时间，口罩哪里买的到，84酒精什么时候可以恢复供应，说的知识不是人民当下的需求，靠着信念是不能战胜疫情的，需要的更有效的行动和防护措施,"[{""start"": 10, ""end"": 13, ""text"": ""雷海潮"", ""labels"": [""PER""]}, {""start"": 38, ""end"": 41, ""text"": ""钟南山"", ""labels"": [""PER""]}, {""start"": 64, ""end"": 66, ""text"": ""口罩"", ""labels"": [""TOOL""]}, {""start"": 72, ""end"": 76, ""text"": ""84酒精"", ""labels"": [""TOOL""]}]"
所有国际航班，不讲国籍，不问身份，只要入境就要进行14天的集中隔离观察。,"[{""start"": 29, ""end"": 33, ""text"": ""集中隔离"", ""labels"": [""POL""]}]"
河南省加油！,"[{""start"": 0, ""end"": 3, ""text"": ""河南省"", ""labels"": [""LOC""]}]"
还外交部抗议？,"[{""start"": 1, ""end"": 4, ""text"": ""外交部"", ""labels"": [""ORG""]}]"
为防疫情有反复，最好复工日期延迟到二月十六号。,"[{""start"": 17, ""end"": 22, ""text"": ""二月十六号"", ""labels"": [""TIME""]}]"
某些人又要高潮了.这药其实是为埃博拉研制的，但效果不好，这次拿到新型肺炎上实验了一次，仅仅一次，绝大可能也还是没有效果.此外出了这款药，还有其他的“老药”也被采用试验.,"[{""start"": 15, ""end"": 18, ""text"": ""埃博拉"", ""labels"": [""DIS""]}, {""start"": 32, ""end"": 36, ""text"": ""新型肺炎"", ""labels"": [""DIS""]}]"
患难见真情通过中国这次疫情就能看出来那些国家对我大中华好，以后他们有事我们帮，对于那些不是人类的国家一定是要不去帮如果国家去帮，我们老百姓就去游行抵制，因为我们受到伤害了心凉了。,"[{""start"": 7, ""end"": 9, ""text"": ""中国"", ""labels"": [""LOC""]}]"
日本人的不如，如果事情反过来，台湾发现疫情大爆发，内地会如何？,"[{""start"": 0, ""end"": 2, ""text"": ""日本"", ""labels"": [""LOC""]}, {""start"": 15, ""end"": 17, ""text"": ""台湾"", ""labels"": [""LOC""]}]"
"《武汉大学生确诊后在家隔离用药,20天后顺利转阴》？","[{""start"": 1, ""end"": 5, ""text"": ""武汉大学"", ""labels"": [""ORG""]}, {""start"": 6, ""end"": 8, ""text"": ""确诊"", ""labels"": [""TREAT""]}, {""start"": 11, ""end"": 13, ""text"": ""隔离"", ""labels"": [""POL""]}]"
发布会上，国家卫生健康委员会医政医管局负责人焦雅辉表示，如果疫情发展到一定程度，将改造医院集中收治病人，而目前国内疫情还远没有到达这样的程度。,"[{""start"": 5, ""end"": 19, ""text"": ""国家卫生健康委员会医政医管局"", ""labels"": [""ORG""]}, {""start"": 22, ""end"": 25, ""text"": ""焦雅辉"", ""labels"": [""PER""]}]"
